left_index,left_side,similarity,right_side,right_index
2816,deputy manager strategic sourcing,0.84319407,senior manager strategic sourcing,2156
2816,deputy manager strategic sourcing,0.82811785,assistant manager strategic sourcing,1452
1325,deputy manager taxation,0.822687,manager taxation,617
2532,deputy manager technology,0.85174423,manager technology,813
4569,deputy project engineer,0.82253677,deputy project manager,403
403,deputy project manager,0.82253677,deputy project engineer,4569
3181,deputy regional credit manager,0.82986975,regional credit manager,636
4712,deputy resident engineer,0.8844965,deputy resident manager,2642
2642,deputy resident manager,0.8844965,deputy resident engineer,4712
1166,deputy zonal manager,0.802254,deputy zonal sale manager,1918
1918,deputy zonal sale manager,0.802254,deputy zonal manager,1166
5825,design architect,0.8736332,senior design architect,5868
3472,design development engineer,0.89380085,senior design development engineer,4049
3472,design development engineer,0.84689045,manager design development,1165
3380,design engineer,0.9136325,r design engineer,4221
3380,design engineer,0.85981256,design engineer manager,714
3380,design engineer,0.8404535,design engineer ii,4621
4621,design engineer ii,0.8404535,design engineer,3380
714,design engineer manager,0.85981256,design engineer,3380
4180,design engineer research development,0.86390007,manager research development,1115
4261,design estimation engineer,0.8009463,estimation engineer,3730
3940,design product development engineer,0.8148667,product development engineer,3603
5617,design verification engineer,0.82974386,asic design verification engineer,4414
3445,desktop engineer,0.9413051,desktop engineer l,3600
3445,desktop engineer,0.84739846,senior desktop engineer,3759
3600,desktop engineer l,0.9413051,desktop engineer,3445
5665,desktop laptop engineer,0.81902426,desktop laptop support engineer,4148
4148,desktop laptop support engineer,0.81902426,desktop laptop engineer,5665
3559,desktop network engineer,0.87612426,sr dot desktop network engineer,5456
6555,desktop support analyst,0.83221906,desktop support engineer,3388
6555,desktop support analyst,0.8009697,desktop support engineer l,3417
3388,desktop support engineer,0.96245056,desktop support engineer l,3417
3388,desktop support engineer,0.89699274,senior desktop support engineer,3606
3388,desktop support engineer,0.8695945,senior desktop support engineer l,4463
3388,desktop support engineer,0.83221906,desktop support analyst,6555
3388,desktop support engineer,0.8053837,hardware desktop support engineer,5160
3417,desktop support engineer l,0.96245056,desktop support engineer,3388
3417,desktop support engineer l,0.9035213,senior desktop support engineer l,4463
3417,desktop support engineer l,0.8633112,senior desktop support engineer,3606
3417,desktop support engineer l,0.8081167,remote desktop support engineer l,4650
3417,desktop support engineer l,0.8009697,desktop support analyst,6555
3864,desktop support help desk engineer,0.8932144,helpdesk engineer desktop support engineer,5441
3768,detailing engineer,0.86488104,senior detailing engineer,4612
3514,development engineer,0.8268459,senior development engineer,3686
483,development manager,0.8327486,area development manager,710
483,development manager,0.81915426,senior development manager,1075
483,development manager,0.817242,sale development manager,377
3419,devops engineer,0.864328,senior devops engineer,3593
5905,digital marketing analyst,0.9046405,senior digital marketing analyst,6358
5905,digital marketing analyst,0.8362684,digital marketing manager,557
5905,digital marketing analyst,0.8316185,digital marketing engineer,5767
5767,digital marketing engineer,0.8661388,digital marketing manager,557
5767,digital marketing engineer,0.8316185,digital marketing analyst,5905
557,digital marketing manager,0.8661388,digital marketing engineer,5767
557,digital marketing manager,0.8362684,digital marketing analyst,5905
557,digital marketing manager,0.8292642,brand digital marketing manager,2572
557,digital marketing manager,0.8142368,senior manager digital marketing,2087
4728,diploma chemical eng junior chemical engineer,0.8496351,diploma chemical engineer,3910
3910,diploma chemical engineer,0.8496351,diploma chemical eng junior chemical engineer,4728
3471,diploma civil engineer,0.8258479,diploma civil engineer b dot e civil engineer,5195
5195,diploma civil engineer b dot e civil engineer,0.8258479,diploma civil engineer,3471
4343,diploma electrical electronics engineering,0.86596745,diploma electronics engineer,3601
4667,diploma electronics communication engineering,0.8098206,electronics communication engineer,3722
3601,diploma electronics engineer,0.86596745,diploma electrical electronics engineering,4343
3473,diploma engineer,0.8560536,diploma engineer trainee,3945
3473,diploma engineer,0.8111869,diploma engineer associate,4449
4449,diploma engineer associate,0.8111869,diploma engineer,3473
3945,diploma engineer trainee,0.87060446,diploma engineer trainee det,3968
3945,diploma engineer trainee,0.8560536,diploma engineer,3473
3945,diploma engineer trainee,0.824635,production diploma engineer trainee,5063
3968,diploma engineer trainee det,0.87060446,diploma engineer trainee,3945
3978,diploma engineering training,0.8147802,post diploma engineering trainee,5077
3392,diploma mechanical engineer,0.9056637,diploma mechanical engineer trainee,4119
4119,diploma mechanical engineer trainee,0.9056637,diploma mechanical engineer,3392
6053,dispute analyst,0.86200637,senior dispute analyst,6252
5016,distribution engineer,0.82628375,distribution manager,464
464,distribution manager,0.86497676,senior distribution manager,1822
464,distribution manager,0.82628375,distribution engineer,5016
464,distribution manager,0.8260773,zonal distribution manager,2558
1698,district account manager,0.8878091,district accountant,6886
6886,district accountant,0.8878091,district account manager,1698
372,district manager,0.9386651,e district manager,2367
372,district manager,0.8074745,senior district manager,876
5454,district project engineer,0.84448856,district project manager,1525
1525,district project manager,0.84448856,district project engineer,5454
1525,district project manager,0.8425718,ict project manager,3184
406,district sale manager,0.8621684,senior district sale manager,987
406,district sale manager,0.8180093,assistant district sale manager,1939
3128,distt dot manager,0.85284555,astt dot manager,815
415,divisional manager,0.8823745,divisional manager hr,2950
415,divisional manager,0.8287888,senior divisional manager,953
2676,divisional manager gujarat,0.803966,regional manager gujarat,1457
2950,divisional manager hr,0.8823745,divisional manager,415
507,divisional sale manager,0.8674529,senior divisional sale manager,1568
5212,documentation engineer,0.82368845,documentation manager,1931
1931,documentation manager,0.82368845,documentation engineer,5212
54,dot net software developer,0.8464084,software developerdot net,185
54,dot net software developer,0.83986646,asp dot net software developer,182
3265,dp manager,0.8109571,edp manager,1032
4400,drilling engineer,0.82562345,senior drilling engineer,4844
3582,drive test engineer,0.8199358,rf drive test engineer,3544
